availability,size,total_sqft,bath,balcony,price
Ready To Move,2 BHK,1220.0,2.0,0.0,56.0
Ready To Move,1 Bedroom,1500.0,2.0,0.0,85.0
Ready To Move,2 BHK,1361.0,2.0,2.0,79.0
Ready To Move,5 Bedroom,2606.0,4.0,1.0,236.3825
Ready To Move,2 BHK,1394.0,2.0,2.0,85.0
Ready To Move,2 BHK,870.0,2.0,1.0,27.0
Ready To Move,4 Bedroom,2606.0,4.5,3.0,236.3825
18-May,2 BHK,1222.0,2.0,2.0,98.0
Ready To Move,3 BHK,1846.0,3.0,2.0,135.0
Ready To Move,2 Bedroom,1688.12,2.0,1.0,236.3825
Ready To Move,2 BHK,1167.0,2.0,2.0,64.08
Ready To Move,2 BHK,902.0,2.0,2.0,25.0
Ready To Move,4 BHK,2422.0,4.0,3.0,135.0
Ready To Move,2 BHK,1000.0,2.0,0.0,50.0
Ready To Move,2 BHK,1260.0,2.0,0.0,58.0
Ready To Move,3 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,939.0,2.0,2.0,39.0
Ready To Move,9 Bedroom,1590.0,4.5,1.0,150.0
Ready To Move,1 Bedroom,600.0,1.0,0.0,37.0
Ready To Move,2 BHK,1298.0,2.0,1.0,59.0
Ready To Move,3 BHK,1710.0,3.0,2.0,135.0
Ready To Move,3 BHK,2606.0,3.0,3.0,150.0
Ready To Move,2 Bedroom,1200.0,4.0,1.0,138.0
Ready To Move,2 BHK,1100.0,2.0,2.0,68.0
Ready To Move,1 BHK,615.0,1.0,1.0,46.0
18-Apr,2 BHK,1350.0,2.0,1.0,85.0
Ready To Move,4 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,2606.0,3.0,1.0,236.3825
Ready To Move,6 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1718.0,3.0,2.0,130.0
Ready To Move,3 BHK,1680.0,3.0,2.0,112.0
Ready To Move,2 Bedroom,1500.0,2.0,0.0,90.0
18-May,3 BHK,1157.0,2.0,1.0,72.0
Ready To Move,2 BHK,1179.0,2.0,1.0,51.0
Ready To Move,2 BHK,,2.0,0.0,60.48
18-Mar,2 BHK,1105.0,2.0,2.0,28.18
Ready To Move,2 BHK,1010.0,2.0,1.0,52.0
18-Jan,1 BHK,630.0,1.0,1.0,46.0
19-Apr,2 Bedroom,1200.0,2.0,1.0,36.1
Ready To Move,2 BHK,1025.0,2.0,1.0,60.0
Ready To Move,2 BHK,1195.0,2.0,2.0,59.0
18-Feb,2 BHK,1012.0,2.0,1.0,58.0
Ready To Move,3 BHK,1884.0,4.0,2.0,118.0
Ready To Move,2 BHK,1090.0,2.0,1.0,37.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1710.0,3.0,3.0,85.0
Ready To Move,3 BHK,1500.0,3.0,1.0,68.0
Ready To Move,3 BHK,1310.0,2.0,2.0,53.0
Ready To Move,3 BHK,1350.0,3.0,2.0,70.0
Ready To Move,3 BHK,1464.0,2.0,2.0,115.0
Ready To Move,3 BHK,715.0,2.0,1.0,29.0
18-Dec,3 BHK,1400.0,2.0,1.0,40.45
19-Dec,3 BHK,1625.0,2.0,2.0,48.75
18-Dec,2 BHK,1065.0,2.0,1.0,30.76
Ready To Move,6 Bedroom,510.0,4.0,1.0,70.0
Ready To Move,3 BHK,1385.0,3.0,3.0,90.0
Ready To Move,3 BHK,1817.0,3.0,2.0,110.0
Ready To Move,2 BHK,1205.0,2.0,1.0,47.0
Ready To Move,2 BHK,1070.0,2.0,2.0,33.43
Ready To Move,2 BHK,1340.0,2.0,1.0,75.0
Ready To Move,2 BHK,980.0,2.0,2.0,35.0
Ready To Move,2 BHK,1006.0,2.0,0.0,44.0
Ready To Move,2 BHK,1098.0,2.0,1.0,71.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1019.0,2.0,1.0,62.0
18-May,2 BHK,1150.0,2.0,2.0,40.21
Ready To Move,3 Bedroom,1733.5,3.0,1.0,120.0
Ready To Move,2 BHK,1415.0,2.0,2.0,120.0
21-Dec,3 BHK,1750.0,3.0,2.0,58.0
18-Dec,3 BHK,1537.0,3.0,2.0,81.0
Ready To Move,3 BHK,1452.0,3.0,3.0,55.6
Ready To Move,2 BHK,1246.0,2.0,1.0,95.0
Ready To Move,3 BHK,1890.0,4.0,2.0,85.0
18-May,2 BHK,972.0,2.0,1.0,40.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,4 Bedroom,1500.0,4.5,3.0,160.0
18-Aug,1 BHK,630.0,1.0,1.0,33.7
18-Mar,8 Bedroom,1050.0,4.5,0.0,80.0
Ready To Move,3 BHK,1255.0,2.0,1.0,60.0
Ready To Move,4 Bedroom,1900.0,4.0,2.0,185.0
Ready To Move,3 Bedroom,2440.0,3.0,1.0,142.0
21-May,3 BHK,1938.0,3.0,3.0,92.69
Ready To Move,3 BHK,1711.0,3.0,2.0,125.0
18-Jul,2 BHK,1392.0,2.0,1.0,95.0
18-Mar,2 BHK,1225.0,2.0,1.0,77.0
Ready To Move,4 BHK,2606.0,3.0,2.0,235.0
Ready To Move,3 BHK,1750.0,3.0,2.0,120.0
Ready To Move,3 BHK,1260.0,2.0,1.0,80.0
19-Dec,1 BHK,691.0,1.0,1.0,31.1
Ready To Move,4 Bedroom,2400.0,3.0,2.0,236.3825
Ready To Move,2 BHK,1285.0,2.0,1.0,78.0
Ready To Move,3 BHK,1590.0,3.0,2.0,96.0
Ready To Move,3 BHK,1571.0,3.0,2.0,65.0
Ready To Move,5 Bedroom,2606.0,4.5,1.0,220.0
Ready To Move,2 BHK,1060.0,2.0,1.0,48.66
Ready To Move,4 Bedroom,702.0,4.0,0.0,65.0
Ready To Move,3 Bedroom,2400.0,2.0,2.0,185.0
Ready To Move,3 BHK,1520.0,2.0,3.0,81.0
Ready To Move,3 BHK,,2.0,2.0,70.99
Ready To Move,2 BHK,1170.0,2.0,1.0,45.51
Ready To Move,3 BHK,1777.26,3.0,2.0,89.0
Ready To Move,2 BHK,1303.0,2.0,2.0,55.78
Ready To Move,2 BHK,1680.0,2.0,3.0,59.0
Ready To Move,3 BHK,1495.0,2.0,2.0,70.0
18-Mar,3 BHK,1835.0,3.0,1.0,108.0
Ready To Move,3 Bedroom,610.0,3.0,1.0,60.0
Ready To Move,2 BHK,1080.0,2.0,2.0,38.0
18-Dec,2 BHK,1025.0,2.0,1.0,29.61
18-Aug,2 BHK,1225.0,2.0,1.0,67.48
20-Jan,1 BHK,656.0,1.0,1.0,34.77
Ready To Move,2 BHK,994.0,2.0,2.0,45.0
Ready To Move,2 BHK,1025.0,2.0,1.0,65.0
Ready To Move,2 BHK,1156.0,2.0,2.0,52.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,230.0
Ready To Move,3 BHK,1930.0,4.0,2.0,122.0
Ready To Move,2 BHK,1020.0,2.0,1.0,70.0
Ready To Move,3 BHK,1310.0,2.0,1.0,70.0
19-Dec,1 BHK,,1.0,0.0,27.565
Ready To Move,2 BHK,1322.0,2.0,3.0,70.0
Ready To Move,2 BHK,1160.0,2.0,2.0,57.0
Ready To Move,3 BHK,1720.0,3.0,3.0,150.0
18-Jul,3 BHK,1689.0,3.0,2.0,103.0
Ready To Move,2 BHK,1090.0,2.0,1.0,47.42
Ready To Move,2 BHK,2000.0,2.0,0.0,75.0
Ready To Move,2 BHK,1155.0,2.0,2.0,69.0
Ready To Move,6 Bedroom,2606.0,4.5,0.0,230.0
18-Jun,4 Bedroom,2606.0,4.5,0.0,176.0
Ready To Move,3 BHK,2606.0,4.5,2.0,236.3825
18-Jun,2 BHK,1125.0,2.0,2.0,39.98
18-Apr,3 BHK,1847.0,3.0,3.0,92.0
Ready To Move,3 BHK,1515.0,2.0,1.0,76.0
Ready To Move,8 Bedroom,2606.0,4.5,2.0,225.0
Ready To Move,5 Bedroom,2500.0,3.0,1.0,120.0
Ready To Move,2 BHK,1130.0,2.0,2.0,55.0
Ready To Move,2 BHK,1049.0,2.0,1.0,51.0
Ready To Move,3 BHK,2606.0,4.0,0.0,175.0
Ready To Move,5 Bedroom,2600.0,4.5,3.0,236.3825
20-Dec,2 BHK,1282.0,2.0,1.0,72.0
18-Sep,3 BHK,1190.0,2.0,2.0,30.35
18-May,3 BHK,1318.0,2.0,1.0,68.0
19-Jul,2 BHK,1698.0,2.0,1.0,105.0
Ready To Move,3 BHK,2030.0,2.0,1.0,182.0
Ready To Move,3 BHK,1276.0,2.0,1.0,31.9
Ready To Move,3 BHK,1555.0,2.0,1.0,67.0
17-May,3 BHK,1881.0,3.0,2.0,145.0
Ready To Move,3 BHK,2606.0,3.0,2.0,236.3825
18-Jul,3 BHK,1890.0,3.0,2.0,109.0
Ready To Move,5 BHK,900.0,4.5,2.0,135.0
20-Dec,2 BHK,935.0,2.0,1.0,32.0
Ready To Move,2 BHK,1000.0,2.0,3.0,58.0
Ready To Move,3 BHK,1510.0,3.0,2.0,75.0
Ready To Move,2 BHK,1120.0,2.0,1.0,50.0
Ready To Move,2 BHK,930.0,2.0,1.0,25.99
Ready To Move,2 BHK,1175.0,2.0,2.0,62.0
Ready To Move,3 BHK,1350.0,2.0,1.0,63.0
Ready To Move,3 BHK,2215.0,3.0,2.0,236.3825
Ready To Move,2 BHK,996.0,2.0,1.0,24.9
19-Dec,2 BHK,1076.0,2.0,1.0,30.13
Ready To Move,4 BHK,2180.0,4.0,3.0,115.0
Ready To Move,3 BHK,1715.0,3.0,3.0,112.0
Ready To Move,2 BHK,1072.0,2.0,2.0,45.0
Ready To Move,2 BHK,1230.0,2.0,1.0,80.0
Ready To Move,3 BHK,1600.0,2.0,1.0,65.0
18-Dec,3 BHK,1411.0,3.0,1.0,93.25
Ready To Move,5 BHK,2606.0,4.5,3.0,145.0
Ready To Move,3 BHK,2404.0,3.0,2.0,138.0
Ready To Move,4 Bedroom,1200.0,4.0,2.0,190.0
18-Apr,3 Bedroom,1200.0,3.0,2.0,226.0
Ready To Move,5 Bedroom,1700.0,4.5,2.0,236.3825
18-Dec,2 BHK,1225.0,2.0,1.0,69.84
18-Sep,2 BHK,1162.0,2.0,1.0,69.0
Ready To Move,3 BHK,1262.0,2.0,1.0,65.0
18-Apr,2 BHK,1050.0,2.0,2.0,35.0
18-Jul,3 Bedroom,1500.0,3.0,1.0,61.95
Ready To Move,3 BHK,1610.0,3.0,3.0,85.0
Ready To Move,2 BHK,1340.0,2.0,2.0,41.0
Ready To Move,3 BHK,2275.0,4.0,2.0,182.0
Ready To Move,2 Bedroom,1500.0,2.0,0.0,145.0
Ready To Move,4 Bedroom,2606.0,3.0,1.0,135.0
18-Jul,2 BHK,1170.0,2.0,2.0,65.0
Ready To Move,2 BHK,980.0,2.0,1.0,25.0
Ready To Move,3 BHK,1800.0,3.0,2.0,60.0
20-Dec,3 BHK,1423.0,2.0,1.0,71.73
Ready To Move,2 BHK,1106.0,2.0,3.0,40.0
Ready To Move,2 BHK,1105.0,2.0,2.0,27.6
Ready To Move,4 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1255.0,2.0,1.0,56.7
17-Aug,2 BHK,1061.0,2.0,1.0,38.95
19-Mar,2 Bedroom,600.0,2.0,2.0,29.5
18-May,3 BHK,1400.0,2.0,2.0,40.45
Ready To Move,3 BHK,2100.0,3.0,2.0,145.0
Ready To Move,2 BHK,660.0,1.0,1.0,16.5
Ready To Move,2 BHK,633.0,1.0,1.0,18.0
Ready To Move,2 BHK,1260.0,2.0,3.0,120.0
Ready To Move,2 BHK,,2.0,0.0,55.43
18-Oct,3 BHK,2047.0,3.0,2.0,67.55
Ready To Move,4 BHK,2597.0,4.0,3.0,189.0
Ready To Move,2 BHK,1211.0,2.0,1.0,63.0
Ready To Move,3 BHK,1904.0,3.0,2.0,129.0
20-Jan,2 BHK,1205.0,2.0,1.0,73.87
Ready To Move,2 BHK,1164.0,2.0,2.0,64.08
Ready To Move,2 BHK,1410.0,2.0,2.0,73.0
18-Jul,2 BHK,1170.0,2.0,2.0,53.11
Ready To Move,2 BHK,1420.0,2.0,1.0,62.0
Ready To Move,3 BHK,1789.0,3.0,3.0,75.0
Ready To Move,2 BHK,1021.0,2.0,1.0,76.0
18-May,2 BHK,1074.0,2.0,2.0,26.85
Ready To Move,2 BHK,1222.0,2.0,3.0,48.0
Ready To Move,3 BHK,1981.0,3.0,1.0,134.0
Ready To Move,2 BHK,1103.0,2.0,2.0,55.0
Ready To Move,2 BHK,1201.0,2.0,1.0,65.0
Ready To Move,2 BHK,970.0,2.0,1.0,36.0
Ready To Move,3 BHK,1520.0,3.0,3.0,85.0
Ready To Move,3 Bedroom,675.0,3.0,2.0,75.0
17-Nov,3 BHK,1268.0,2.0,1.0,75.0
Ready To Move,1 BHK,660.0,1.0,0.0,30.0
Ready To Move,3 BHK,1755.0,3.0,2.0,115.0
Ready To Move,2 BHK,945.0,2.0,1.0,35.0
18-Jul,1 BHK,500.0,1.0,1.0,33.0
Ready To Move,4 BHK,,4.0,0.0,153.5
Ready To Move,4 Bedroom,1632.0,3.0,0.0,140.0
Ready To Move,2 BHK,1167.0,2.0,2.0,37.5
Ready To Move,2 BHK,1276.0,2.0,2.0,80.0
Ready To Move,2 BHK,1234.0,2.0,2.0,51.0
Ready To Move,2 BHK,1180.0,2.0,1.0,75.0
Ready To Move,3 BHK,1370.0,2.0,2.0,87.0
Ready To Move,9 Bedroom,1200.0,4.5,3.0,230.0
Ready To Move,3 Bedroom,1400.0,3.0,1.0,90.0
Ready To Move,5 Bedroom,1500.0,4.5,3.0,155.0
Ready To Move,2 Bedroom,1050.0,2.0,0.0,40.0
18-Jul,2 BHK,1251.0,2.0,1.0,46.0
Ready To Move,3 BHK,1677.0,3.0,2.0,92.13
19-Mar,2 BHK,1346.0,2.0,1.0,67.38
Ready To Move,3 BHK,1290.0,2.0,3.0,51.1
18-Jul,5 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1881.0,3.0,2.0,145.0
Ready To Move,2 BHK,1150.0,2.0,2.0,52.0
Ready To Move,2 Bedroom,,2.0,2.0,200.0
Ready To Move,3 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,,2.0,2.0,40.0
Ready To Move,3 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,950.0,2.0,0.0,65.0
Ready To Move,3 BHK,1491.0,3.0,3.0,40.5
19-Jul,2 BHK,1050.0,2.0,1.0,51.66
22-Jun,3 BHK,1660.0,3.0,2.0,131.0
Ready To Move,2 BHK,1134.0,2.0,2.0,55.0
Ready To Move,4 Bedroom,800.0,4.0,2.0,60.0
19-May,2 Bedroom,1200.0,2.0,1.0,36.1
Ready To Move,4 Bedroom,1200.0,4.0,3.0,236.3825
Ready To Move,3 Bedroom,980.0,3.0,1.0,80.0
Ready To Move,1 BHK,705.0,2.0,1.0,50.0
Ready To Move,3 BHK,1200.0,2.0,2.0,35.0
21-Dec,3 BHK,1804.0,3.0,2.0,127.0
Ready To Move,2 BHK,750.0,2.0,0.0,20.0
Ready To Move,2 BHK,420.0,1.0,1.0,25.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
18-May,2 BHK,1090.0,2.0,2.0,38.37
Ready To Move,2 Bedroom,1500.0,2.0,0.0,230.0
Ready To Move,3 BHK,1287.0,3.0,1.0,55.0
Ready To Move,3 BHK,2215.0,4.0,2.0,157.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1045.0,2.0,2.0,42.15
19-Jul,2 BHK,1263.0,2.0,1.0,47.36
Ready To Move,3 BHK,1431.0,3.0,2.0,85.0
Ready To Move,2 BHK,999.0,2.0,2.0,32.9
Ready To Move,3 BHK,1535.0,3.0,1.0,72.0
18-Apr,4 BHK,2524.0,4.5,2.0,180.0
21-Dec,3 BHK,1300.0,3.0,2.0,69.0
Ready To Move,3 Bedroom,600.0,3.0,2.0,125.0
Ready To Move,3 BHK,2095.0,3.0,2.0,150.0
Ready To Move,1 BHK,284.0,1.0,1.0,8.0
Ready To Move,2 BHK,1265.0,2.0,2.0,68.0
Ready To Move,2 BHK,1215.0,2.0,1.0,44.96
Ready To Move,2 Bedroom,2200.0,2.0,0.0,180.0
Ready To Move,2 BHK,1028.0,2.0,1.0,51.0
Ready To Move,3 BHK,1835.0,2.0,2.0,92.0
18-May,3 BHK,2077.0,3.0,3.0,175.0
Ready To Move,4 Bedroom,2606.0,3.0,2.0,211.0
Ready To Move,6 BHK,499.0,4.5,0.0,89.0
Ready To Move,2 BHK,708.0,2.0,1.0,31.15
Ready To Move,2 BHK,1200.0,2.0,3.0,120.0
Ready To Move,2 BHK,925.0,2.0,1.0,46.25
18-Mar,3 Bedroom,2606.0,3.0,1.0,148.0
20-Dec,1 BHK,,1.0,0.0,33.66
Ready To Move,4 Bedroom,2606.0,4.0,0.0,150.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,4 Bedroom,1000.0,4.5,2.0,200.0
Ready To Move,3 BHK,1450.0,2.0,1.0,90.0
Ready To Move,2 BHK,1100.0,2.0,1.0,65.0
Ready To Move,2 BHK,1185.0,2.0,3.0,55.0
Ready To Move,4 Bedroom,1900.0,4.0,2.0,80.0
20-Apr,1 BHK,660.0,1.0,1.0,35.0
Ready To Move,3 BHK,1920.0,4.0,2.0,121.0
Ready To Move,4 Bedroom,2606.0,2.0,2.0,222.0
Ready To Move,4 BHK,2606.0,2.0,1.0,236.3825
18-Sep,2 BHK,1205.0,2.0,1.0,68.32
Ready To Move,3 BHK,1421.0,2.0,2.0,73.0
18-Aug,3 BHK,1250.0,3.0,3.0,48.9
19-Dec,1 BHK,524.0,1.0,1.0,29.0
Ready To Move,5 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1540.0,3.0,2.0,90.0
20-Nov,2 BHK,985.0,2.0,1.0,50.17
18-Jun,4 BHK,2606.0,4.0,3.0,161.0
Ready To Move,2 BHK,1140.0,2.0,3.0,60.0
Ready To Move,5 Bedroom,2606.0,4.5,3.0,130.0
Ready To Move,3 BHK,1700.0,2.0,2.0,86.0
19-Dec,2 BHK,,2.0,0.0,62.425
Ready To Move,4 Bedroom,1800.0,3.0,2.0,236.3825
18-Apr,2 BHK,1333.0,2.0,1.0,86.65
Ready To Move,2 BHK,1258.0,2.0,1.0,85.5
Ready To Move,3 BHK,1458.0,2.0,2.0,87.0
Ready To Move,2 BHK,1386.0,2.0,1.0,85.0
18-Aug,2 BHK,1140.0,2.0,1.0,32.92
Ready To Move,1 RK,550.0,1.0,1.0,27.0
Ready To Move,2 BHK,1200.0,2.0,3.0,83.0
Ready To Move,2 BHK,1081.0,2.0,1.0,39.0
Ready To Move,4 BHK,2135.0,3.0,2.0,149.0
18-Aug,4 Bedroom,2500.0,4.0,0.0,100.0
Ready To Move,2 BHK,1178.0,2.0,1.0,80.0
Ready To Move,2 BHK,991.0,2.0,2.0,40.0
Ready To Move,3 BHK,1493.0,2.0,3.0,90.0
Ready To Move,3 BHK,2495.0,3.0,3.0,130.0
Ready To Move,2 BHK,1080.0,2.0,1.0,31.99
Ready To Move,2 BHK,814.0,2.0,1.0,53.0
Ready To Move,2 BHK,1025.0,2.0,1.0,50.0
Ready To Move,4 BHK,2606.0,2.0,3.0,188.0
Ready To Move,7 Bedroom,1900.0,3.0,0.0,162.0
Ready To Move,7 BHK,2606.0,4.5,1.0,150.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,2 BHK,1175.0,2.0,2.0,52.86
20-Dec,4 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,8 Bedroom,1200.0,4.5,1.0,175.0
Ready To Move,2 BHK,1450.0,2.0,2.0,50.75
Ready To Move,3 BHK,1810.0,3.0,3.0,131.0
Ready To Move,3 BHK,1426.0,2.0,3.0,71.0
Ready To Move,3 BHK,2400.0,2.0,3.0,195.0
Ready To Move,1 BHK,650.0,1.0,1.0,35.0
Ready To Move,2 BHK,1360.0,2.0,3.0,110.0
Ready To Move,1 BHK,674.0,1.0,1.0,36.85
18-Jul,3 BHK,1655.0,3.0,2.0,110.0
Ready To Move,2 Bedroom,1300.0,2.0,2.0,95.0
19-Mar,1 BHK,936.0,1.0,0.0,53.0
Ready To Move,2 BHK,1277.0,2.0,2.0,92.0
Ready To Move,2 BHK,1015.0,2.0,1.0,39.08
Ready To Move,2 BHK,1153.0,2.0,2.0,60.0
Ready To Move,2 BHK,1035.0,2.0,1.0,51.5
Ready To Move,5 BHK,2606.0,3.0,1.0,236.3825
Ready To Move,2 BHK,1150.0,2.0,1.0,46.0
Ready To Move,2 BHK,1020.0,2.0,1.0,80.0
18-Jun,4 BHK,,4.5,0.0,212.5
Ready To Move,2 BHK,1160.0,2.0,1.0,95.0
Ready To Move,2 BHK,1225.0,2.0,2.0,72.0
Ready To Move,4 Bedroom,2606.0,4.5,3.0,236.3825
Ready To Move,2 Bedroom,1600.0,2.0,1.0,160.0
Ready To Move,2 Bedroom,600.0,1.0,0.0,90.0
Ready To Move,3 BHK,1350.0,3.0,2.0,60.0
21-Oct,3 BHK,1300.0,3.0,1.0,69.0
18-Dec,2 BHK,830.0,2.0,1.0,36.28
Ready To Move,4 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,905.0,2.0,2.0,55.0
Ready To Move,3 BHK,1375.0,2.0,0.0,75.0
Immediate Possession,2 BHK,1575.0,2.0,2.0,31.11
18-Apr,2 BHK,1140.0,2.0,2.0,33.84
Ready To Move,3 BHK,1550.0,2.0,2.0,60.0
Ready To Move,2 BHK,957.0,2.0,1.0,55.0
Ready To Move,4 BHK,2606.0,4.0,2.0,235.0
Ready To Move,5 Bedroom,2400.0,4.5,1.0,150.0
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
Ready To Move,2 BHK,925.0,2.0,1.0,37.0
Ready To Move,2 BHK,1415.0,2.0,2.0,60.0
Ready To Move,1 Bedroom,500.0,2.0,0.0,80.0
Ready To Move,2 BHK,1225.0,2.0,1.0,37.0
Ready To Move,4 Bedroom,2000.0,4.0,0.0,90.0
19-Dec,1 BHK,840.0,1.0,1.0,57.0
Ready To Move,9 Bedroom,1560.0,4.5,2.0,200.0
18-Dec,3 BHK,1732.0,3.0,1.0,112.0
Ready To Move,1 Bedroom,1200.0,1.0,0.0,45.0
Ready To Move,2 BHK,1260.0,2.0,1.0,69.9
Ready To Move,2 BHK,1092.0,2.0,1.0,49.0
Ready To Move,2 BHK,827.0,2.0,0.0,34.0
Ready To Move,2 BHK,650.0,1.0,1.0,40.0
Ready To Move,3 BHK,1725.0,3.0,2.0,106.0
Ready To Move,2 BHK,1000.0,2.0,0.0,70.0
Ready To Move,1 Bedroom,1350.0,1.0,0.0,55.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1717.0,3.0,2.0,110.0
21-Dec,2 BHK,700.0,2.0,1.0,34.0
Ready To Move,2 BHK,800.0,2.0,1.0,32.0
Ready To Move,3 BHK,2367.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1415.0,2.0,1.0,65.0
19-Dec,3 BHK,1976.0,3.0,1.0,145.0
Ready To Move,2 BHK,883.0,2.0,1.0,37.01
Ready To Move,1 BHK,700.0,1.0,1.0,38.0
Ready To Move,3 BHK,1445.0,3.0,1.0,50.0
19-Dec,3 BHK,2082.0,3.0,2.0,104.0
Ready To Move,2 BHK,933.0,2.0,1.0,66.0
Ready To Move,4 Bedroom,800.0,4.5,1.0,95.5
Ready To Move,2 BHK,1155.0,2.0,1.0,57.0
Ready To Move,2 BHK,1200.0,2.0,2.0,73.2
Ready To Move,2 BHK,1055.0,2.0,1.0,43.0
Ready To Move,3 BHK,1555.0,3.0,2.0,125.0
Ready To Move,3 BHK,1420.0,3.0,2.0,62.0
20-Apr,3 BHK,2214.0,3.0,2.0,236.3825
18-Apr,1 BHK,658.0,1.0,1.0,26.91
18-Dec,2 BHK,896.9,2.0,1.0,78.74
Ready To Move,4 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,1035.0,2.0,2.0,40.0
Ready To Move,4 Bedroom,2064.0,4.5,2.0,225.0
Ready To Move,3 BHK,1839.0,3.0,3.0,160.0
Ready To Move,1 BHK,488.0,1.0,1.0,20.0
Ready To Move,3 BHK,1200.0,2.0,1.0,198.0
Ready To Move,5 Bedroom,2606.0,4.5,2.0,140.0
Ready To Move,2 BHK,993.0,2.0,2.0,42.0
Ready To Move,2 BHK,1225.0,2.0,1.0,45.0
18-Feb,9 Bedroom,1200.0,4.5,2.0,150.0
Ready To Move,2 BHK,825.0,2.0,1.0,32.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,6 Bedroom,1350.0,4.0,1.0,203.0
Ready To Move,3 BHK,1800.0,3.0,3.0,92.0
Ready To Move,2 BHK,925.0,2.0,1.0,100.0
21-Mar,2 BHK,1167.0,2.0,1.0,63.0
Ready To Move,2 BHK,1150.0,2.0,1.0,41.0
18-Aug,1 BHK,650.0,1.0,1.0,50.0
Ready To Move,1 BHK,675.0,1.0,1.0,27.0
Ready To Move,2 Bedroom,2260.0,3.0,1.0,90.0
18-Apr,1 BHK,,1.0,0.0,32.39
Ready To Move,3 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,2 BHK,550.0,1.0,1.0,20.0
Ready To Move,3 BHK,1330.0,2.0,1.0,58.0
Ready To Move,3 BHK,1685.0,4.0,2.0,185.0
Ready To Move,6 BHK,2400.0,4.5,2.0,75.0
18-Apr,3 BHK,1770.0,3.0,3.0,108.0
Ready To Move,3 BHK,2100.0,3.0,3.0,125.0
Ready To Move,2 BHK,1000.0,2.0,3.0,42.0
Ready To Move,4 Bedroom,600.0,4.5,1.0,105.0
Ready To Move,4 Bedroom,2606.0,4.5,1.0,230.0
Ready To Move,3 BHK,1419.59,2.0,1.0,65.0
Ready To Move,3 BHK,1400.0,3.0,2.0,81.0
Ready To Move,2 BHK,750.0,2.0,1.0,37.49
Ready To Move,2 BHK,1070.0,2.0,1.0,87.0
18-Dec,3 BHK,1536.0,3.0,1.0,107.0
Ready To Move,3 BHK,1710.0,3.0,2.0,210.0
Ready To Move,3 BHK,2400.0,3.0,3.0,196.0
18-Mar,3 BHK,,2.0,2.0,102.92
18-Apr,2 BHK,1342.0,2.0,1.0,72.0
Ready To Move,3 BHK,1600.0,3.0,2.0,130.0
19-Dec,1 BHK,938.0,1.0,1.0,50.0
Ready To Move,3 BHK,1820.0,3.0,2.0,99.0
Ready To Move,4 BHK,2439.0,4.0,3.0,170.0
Ready To Move,3 BHK,1665.0,3.0,2.0,78.0
Ready To Move,2 BHK,1091.0,2.0,1.0,40.0
18-Apr,2 BHK,1346.0,2.0,1.0,74.03
Ready To Move,3 BHK,1720.0,3.0,2.0,224.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,176.0
18-Jun,2 BHK,1060.0,2.0,2.0,33.95
18-Dec,2 BHK,1059.0,2.0,1.0,57.0
Ready To Move,2 BHK,1299.0,2.0,1.0,97.0
Ready To Move,3 BHK,1491.0,3.0,2.0,85.0
Ready To Move,2 BHK,1200.0,2.0,2.0,85.0
Ready To Move,4 Bedroom,2088.0,4.5,0.0,110.0
Ready To Move,1 BHK,581.0,1.0,1.0,29.0
Ready To Move,2 BHK,1296.0,2.0,2.0,70.0
Ready To Move,2 BHK,1125.0,2.0,1.0,55.0
Ready To Move,3 BHK,1275.0,3.0,1.0,70.0
Ready To Move,2 BHK,1095.0,2.0,2.0,55.0
